FlowID,Protocol,Length,Time_Diff,Timestamp,App
79,TCP,66,0.00634312629699707,1740663455.588056,firefox
79,TCP,213,0.0,1740663455.588056,firefox
79,TCP,1466,0.0,1740663455.588056,firefox
79,TCP,1466,0.0,1740663455.588056,firefox
79,TCP,1466,0.0,1740663455.588056,firefox
79,TCP,1466,0.0,1740663455.588056,firefox
79,TCP,1466,0.0,1740663455.588056,firefox
79,TCP,7060,0.0,1740663455.588056,firefox
44,TCP,66,8.988380432128906e-05,1740663455.588146,firefox
79,TCP,105,0.0008649826049804688,1740663455.589011,firefox
44,TCP,105,0.0003581047058105469,1740663455.589369,firefox
79,TCP,66,0.009251832962036133,1740663455.598621,firefox
44,TCP,697,0.11546611785888672,1740663455.714087,firefox
44,TCP,221,0.001672983169555664,1740663455.71576,firefox
44,TCP,446,0.00014090538024902344,1740663455.715901,firefox
79,TCP,66,0.0022640228271484375,1740663455.718165,firefox
79,TCP,66,0.009921073913574219,1740663455.728086,firefox
79,TCP,66,0.0,1740663455.728086,firefox
78,TCP,135,0.03983807563781738,1740663455.767924,firefox
78,TCP,297,9.5367431640625e-07,1740663455.767925,firefox
78,TCP,105,0.0006010532379150391,1740663455.768526,firefox
43,TCP,66,0.001703023910522461,1740663455.770229,firefox
43,TCP,105,0.0002148151397705078,1740663455.770444,firefox
78,TCP,66,0.003175020217895508,1740663455.773619,firefox
79,TCP,399,0.00439906120300293,1740663455.778018,firefox
79,TCP,290,9.5367431640625e-07,1740663455.778019,firefox
44,TCP,66,0.00018095970153808594,1740663455.7782,firefox
79,TCP,105,0.0008311271667480469,1740663455.779031,firefox
44,TCP,105,5.793571472167969e-05,1740663455.779089,firefox
79,TCP,138,0.0008440017700195312,1740663455.779933,firefox
79,TCP,338,9.5367431640625e-07,1740663455.779934,firefox
44,TCP,66,0.00010800361633300781,1740663455.780042,firefox
79,TCP,66,0.0018320083618164062,1740663455.781874,firefox
44,TCP,426,0.03354501724243164,1740663455.815419,firefox
79,TCP,66,0.003381967544555664,1740663455.818801,firefox
44,TCP,101,0.0004761219024658203,1740663455.819277,firefox
79,TCP,66,0.0026700496673583984,1740663455.821947,firefox
44,TCP,177,0.0033159255981445312,1740663455.825263,firefox
79,TCP,66,0.006891965866088867,1740663455.832155,firefox
79,TCP,373,0.21303796768188477,1740663456.045193,firefox
79,TCP,880,0.0,1740663456.045193,firefox
79,TCP,881,0.0,1740663456.045193,firefox
79,TCP,105,9.5367431640625e-07,1740663456.045194,firefox
44,TCP,66,8.606910705566406e-05,1740663456.04528,firefox
44,TCP,105,0.0004210472106933594,1740663456.045701,firefox
79,TCP,66,0.0029299259185791016,1740663456.048631,firefox
44,TCP,204,0.0008649826049804688,1740663456.049496,firefox
79,TCP,66,0.0031311511993408203,1740663456.052627,firefox
79,TCP,179,0.19218683242797852,1740663456.244814,firefox
79,TCP,969,0.0,1740663456.244814,firefox
79,TCP,801,0.0,1740663456.244814,firefox
79,TCP,105,7.414817810058594e-05,1740663456.244888,firefox
44,TCP,66,7.390975952148438e-05,1740663456.244962,firefox
44,TCP,105,0.0004069805145263672,1740663456.245369,firefox
79,TCP,66,0.0026819705963134766,1740663456.248051,firefox
44,TCP,176,0.0042781829833984375,1740663456.252329,firefox
79,TCP,66,0.003885984420776367,1740663456.256215,firefox
79,TCP,270,0.2540309429168701,1740663456.510246,firefox
79,TCP,1466,0.0,1740663456.510246,firefox
79,TCP,1466,0.0,1740663456.510246,firefox
79,TCP,933,0.0,1740663456.510246,firefox
79,TCP,1466,0.0,1740663456.510246,firefox
79,TCP,1466,0.0,1740663456.510246,firefox
44,TCP,66,0.0001499652862548828,1740663456.510396,firefox
79,TCP,3207,0.014607906341552734,1740663456.525004,firefox
79,TCP,105,0.0,1740663456.525004,firefox
44,TCP,66,2.9087066650390625e-05,1740663456.525033,firefox
44,TCP,105,0.0004189014434814453,1740663456.525452,firefox
79,TCP,105,0.0005340576171875,1740663456.525986,firefox
44,TCP,78,1.4066696166992188e-05,1740663456.526,firefox
79,TCP,66,0.002817869186401367,1740663456.528818,firefox
44,TCP,258,0.022613048553466797,1740663456.551431,firefox
44,TCP,198,0.0003800392150878906,1740663456.551811,firefox
44,TCP,196,0.0020990371704101562,1740663456.55391,firefox
44,TCP,286,0.0008840560913085938,1740663456.554794,firefox
44,TCP,201,0.000659942626953125,1740663456.555454,firefox
44,TCP,200,0.0002028942108154297,1740663456.555657,firefox
44,TCP,202,0.00016307830810546875,1740663456.55582,firefox
44,TCP,211,0.00016999244689941406,1740663456.55599,firefox
44,TCP,201,0.00015997886657714844,1740663456.55615,firefox
79,TCP,66,0.0020990371704101562,1740663456.558249,firefox
79,TCP,66,0.0,1740663456.558249,firefox
79,TCP,274,0.0,1740663456.558249,firefox
79,TCP,1466,0.0,1740663456.558249,firefox
79,TCP,1466,0.0,1740663456.558249,firefox
79,TCP,1466,0.0,1740663456.558249,firefox
79,TCP,1466,0.0,1740663456.558249,firefox
79,TCP,1466,0.0,1740663456.558249,firefox
79,TCP,7066,4.792213439941406e-05,1740663456.558297,firefox
44,TCP,66,0.0001380443572998047,1740663456.558435,firefox
79,TCP,9866,0.007625102996826172,1740663456.56606,firefox
79,TCP,14066,9.5367431640625e-07,1740663456.566061,firefox
44,TCP,66,2.5987625122070312e-05,1740663456.566087,firefox
79,TCP,14066,8.797645568847656e-05,1740663456.566175,firefox
79,TCP,66,2.193450927734375e-05,1740663456.566197,firefox
79,TCP,2866,0.0,1740663456.566197,firefox
79,TCP,66,0.0,1740663456.566197,firefox
44,TCP,66,0.0015630722045898438,1740663456.56776,firefox
79,TCP,14066,0.0010619163513183594,1740663456.568822,firefox
44,TCP,66,1.3113021850585938e-05,1740663456.568835,firefox
79,TCP,4266,0.00019097328186035156,1740663456.569026,firefox
44,TCP,66,1.0967254638671875e-05,1740663456.569037,firefox
79,TCP,7066,0.002125978469848633,1740663456.571163,firefox
79,TCP,8466,0.0,1740663456.571163,firefox
44,TCP,66,3.409385681152344e-05,1740663456.571197,firefox
44,TCP,66,7.104873657226562e-05,1740663456.571268,firefox
79,TCP,5666,0.0021588802337646484,1740663456.573427,firefox
79,TCP,14066,0.0,1740663456.573427,firefox
44,TCP,66,3.695487976074219e-05,1740663456.573464,firefox
44,TCP,66,0.00013017654418945312,1740663456.573594,firefox
79,TCP,14066,0.0034987926483154297,1740663456.577093,firefox
44,TCP,66,3.314018249511719e-05,1740663456.577126,firefox
79,TCP,14066,0.00013709068298339844,1740663456.577263,firefox
44,TCP,66,6.9141387939453125e-06,1740663456.57727,firefox
79,TCP,7066,0.0017809867858886719,1740663456.579051,firefox
79,TCP,7066,0.0,1740663456.579051,firefox
44,TCP,66,1.7881393432617188e-05,1740663456.579069,firefox
44,TCP,66,7.104873657226562e-05,1740663456.57914,firefox
79,TCP,14066,4.100799560546875e-05,1740663456.579181,firefox
44,TCP,66,4.0531158447265625e-06,1740663456.579185,firefox
79,TCP,2866,3.0040740966796875e-05,1740663456.579215,firefox
44,TCP,66,1.9073486328125e-06,1740663456.579217,firefox
44,TCP,256,0.0006921291351318359,1740663456.579909,firefox
79,TCP,14066,0.0002589225769042969,1740663456.580168,firefox
44,TCP,66,1.0013580322265625e-05,1740663456.580178,firefox
79,TCP,14066,6.008148193359375e-05,1740663456.580238,firefox
44,TCP,66,5.9604644775390625e-06,1740663456.580244,firefox
79,TCP,4266,0.001920938491821289,1740663456.582165,firefox
44,TCP,66,1.3113021850585938e-05,1740663456.582178,firefox
44,TCP,248,0.0004858970642089844,1740663456.582664,firefox
44,TCP,105,0.0001380443572998047,1740663456.582802,firefox
79,TCP,9866,0.002919912338256836,1740663456.585722,firefox
79,TCP,16866,0.0,1740663456.585722,firefox
44,TCP,66,2.8133392333984375e-05,1740663456.58575,firefox
44,TCP,66,7.295608520507812e-05,1740663456.585823,firefox
79,TCP,4266,3.2901763916015625e-05,1740663456.585856,firefox
44,TCP,66,4.0531158447265625e-06,1740663456.58586,firefox
79,TCP,5666,0.001650094985961914,1740663456.58751,firefox
79,TCP,14066,9.5367431640625e-07,1740663456.587511,firefox
44,TCP,66,2.002716064453125e-05,1740663456.587531,firefox
44,TCP,66,5.3882598876953125e-05,1740663456.587585,firefox
79,TCP,10351,0.00038909912109375,1740663456.587974,firefox
44,TCP,66,1.3828277587890625e-05,1740663456.587988,firefox
79,TCP,167,5.91278076171875e-05,1740663456.588047,firefox
79,TCP,66,0.0,1740663456.588047,firefox
79,TCP,185,0.0008330345153808594,1740663456.58888,firefox
44,TCP,66,0.002791881561279297,1740663456.591672,firefox
44,TCP,105,0.0005331039428710938,1740663456.592205,firefox
79,TCP,66,0.008125066757202148,1740663456.60033,firefox
34,UDP,95,0.054945945739746094,1740663456.655276,firefox
69,UDP,155,0.004797935485839844,1740663456.660074,firefox
84,UDP,1294,0.011893987655639648,1740663456.671968,firefox
84,TCP,94,0.1116640567779541,1740663456.783632,firefox
44,TCP,332,0.0167849063873291,1740663456.800417,firefox
79,TCP,66,0.002850055694580078,1740663456.803267,firefox
44,TCP,712,0.0013270378112792969,1740663456.804594,firefox
79,TCP,249,0.0006430149078369141,1740663456.805237,firefox
79,TCP,1466,0.0002460479736328125,1740663456.805483,firefox
44,TCP,66,3.1948089599609375e-05,1740663456.805515,firefox
44,TCP,188,0.0002758502960205078,1740663456.805791,firefox
44,TCP,202,0.0005590915679931641,1740663456.80635,firefox
79,TCP,1466,0.003885984420776367,1740663456.810236,firefox
79,TCP,1466,9.5367431640625e-07,1740663456.810237,firefox
79,TCP,1466,0.0,1740663456.810237,firefox
79,TCP,1466,0.0,1740663456.810237,firefox
79,TCP,1466,0.0,1740663456.810237,firefox
79,TCP,1466,0.0,1740663456.810237,firefox
79,TCP,1466,0.0,1740663456.810237,firefox
79,TCP,1466,0.0,1740663456.810237,firefox
44,TCP,66,0.00013709068298339844,1740663456.810374,firefox
44,TCP,66,9.107589721679688e-05,1740663456.810465,firefox
44,TCP,66,2.6941299438476562e-05,1740663456.810492,firefox
44,TCP,66,2.002716064453125e-05,1740663456.810512,firefox
79,TCP,1466,3.790855407714844e-05,1740663456.81055,firefox
79,TCP,1466,0.0,1740663456.81055,firefox
79,TCP,15466,0.0,1740663456.81055,firefox
44,TCP,66,6.9141387939453125e-06,1740663456.810557,firefox
44,TCP,66,2.4080276489257812e-05,1740663456.810581,firefox
79,TCP,15466,3.504753112792969e-05,1740663456.810616,firefox
44,TCP,66,4.0531158447265625e-06,1740663456.81062,firefox
79,TCP,8180,0.0024509429931640625,1740663456.813071,firefox
79,TCP,24250,9.5367431640625e-07,1740663456.813072,firefox
44,TCP,66,0.00011301040649414062,1740663456.813185,firefox
44,TCP,66,0.00013399124145507812,1740663456.813319,firefox
79,TCP,66,9.202957153320312e-05,1740663456.813411,firefox
44,TCP,105,0.0009520053863525391,1740663456.814363,firefox
79,TCP,201,0.001277923583984375,1740663456.815641,firefox
79,TCP,1466,1.1920928955078125e-06,1740663456.815642,firefox
79,TCP,1466,0.0,1740663456.815642,firefox
79,TCP,1466,0.0,1740663456.815642,firefox
79,TCP,1466,0.0,1740663456.815642,firefox
79,TCP,1466,0.0,1740663456.815642,firefox
79,TCP,1466,0.0,1740663456.815642,firefox
79,TCP,1466,0.0,1740663456.815642,firefox
44,TCP,66,5.2928924560546875e-05,1740663456.815695,firefox
44,TCP,66,9.894371032714844e-05,1740663456.815794,firefox
44,TCP,66,3.0994415283203125e-05,1740663456.815825,firefox
44,TCP,66,2.193450927734375e-05,1740663456.815847,firefox
79,TCP,1466,4.8160552978515625e-05,1740663456.815895,firefox
79,TCP,1466,0.0,1740663456.815895,firefox
79,TCP,1466,0.0,1740663456.815895,firefox
79,TCP,1466,0.0,1740663456.815895,firefox
79,TCP,1466,0.0,1740663456.815895,firefox
79,TCP,14066,0.0,1740663456.815895,firefox
44,TCP,66,7.867813110351562e-06,1740663456.815903,firefox
44,TCP,66,3.1948089599609375e-05,1740663456.815935,firefox
44,TCP,66,2.2172927856445312e-05,1740663456.815957,firefox
79,TCP,16866,3.695487976074219e-05,1740663456.815994,firefox
44,TCP,66,0.00017499923706054688,1740663456.816169,firefox
79,TCP,2866,0.0002689361572265625,1740663456.816438,firefox
79,TCP,8466,0.0,1740663456.816438,firefox
44,TCP,66,7.104873657226562e-05,1740663456.816509,firefox
79,TCP,21066,0.0019750595092773438,1740663456.818484,firefox
44,TCP,66,1.6927719116210938e-05,1740663456.818501,firefox
79,TCP,29466,0.004652976989746094,1740663456.823154,firefox
79,TCP,16866,3.790855407714844e-05,1740663456.823192,firefox
44,TCP,66,0.00019407272338867188,1740663456.823386,firefox
79,TCP,29466,0.004488945007324219,1740663456.827875,firefox
44,TCP,66,3.409385681152344e-05,1740663456.827909,firefox
79,TCP,12666,0.00012302398681640625,1740663456.828032,firefox
44,TCP,66,0.0011229515075683594,1740663456.829155,firefox
79,TCP,7066,0.0010421276092529297,1740663456.830197,firefox
79,TCP,11266,0.0,1740663456.830197,firefox
79,TCP,21066,3.886222839355469e-05,1740663456.830236,firefox
44,TCP,66,0.0002961158752441406,1740663456.830532,firefox
79,TCP,33666,0.00047397613525390625,1740663456.831006,firefox
44,TCP,66,8.702278137207031e-05,1740663456.831093,firefox
79,TCP,4266,0.0012798309326171875,1740663456.832373,firefox
44,TCP,66,9.059906005859375e-06,1740663456.832382,firefox
79,TCP,29466,0.0013239383697509766,1740663456.833706,firefox
44,TCP,66,0.00026917457580566406,1740663456.833975,firefox
79,TCP,21066,0.002331972122192383,1740663456.836307,firefox
44,TCP,66,2.7894973754882812e-05,1740663456.836335,firefox
79,TCP,33666,0.006145954132080078,1740663456.842481,firefox
79,TCP,39266,4.315376281738281e-05,1740663456.842524,firefox
79,TCP,33666,2.5033950805664062e-05,1740663456.842549,firefox
44,TCP,66,9.679794311523438e-05,1740663456.842646,firefox
79,TCP,4266,0.002045154571533203,1740663456.844691,firefox
79,TCP,29466,0.0,1740663456.844691,firefox
44,TCP,66,2.5987625122070312e-05,1740663456.844717,firefox
44,TCP,66,7.200241088867188e-05,1740663456.844789,firefox
79,TCP,21066,0.0022089481353759766,1740663456.846998,firefox
44,TCP,66,2.6941299438476562e-05,1740663456.847025,firefox
79,TCP,7066,0.00018215179443359375,1740663456.847207,firefox
44,TCP,66,1.3828277587890625e-05,1740663456.847221,firefox
79,TCP,32266,0.0035600662231445312,1740663456.850781,firefox
44,TCP,66,5.0067901611328125e-05,1740663456.850831,firefox
79,TCP,9866,0.0001800060272216797,1740663456.851011,firefox
44,TCP,66,1.1920928955078125e-05,1740663456.851023,firefox
79,TCP,22466,0.0028090476989746094,1740663456.853832,firefox
44,TCP,66,1.9073486328125e-05,1740663456.853851,firefox
79,TCP,7066,0.0039348602294921875,1740663456.857786,firefox
79,TCP,37866,0.0,1740663456.857786,firefox
44,TCP,66,2.8133392333984375e-05,1740663456.857814,firefox
79,TCP,1466,0.0002620220184326172,1740663456.858076,firefox
79,TCP,39266,0.0,1740663456.858076,firefox
79,TCP,22466,3.0994415283203125e-05,1740663456.858107,firefox
44,TCP,66,0.00042891502380371094,1740663456.858536,firefox
79,TCP,16866,0.001683950424194336,1740663456.86022,firefox
44,TCP,66,3.0040740966796875e-05,1740663456.86025,firefox
79,TCP,7066,0.0052490234375,1740663456.865499,firefox
79,TCP,43466,0.0,1740663456.865499,firefox
44,TCP,66,4.00543212890625e-05,1740663456.865539,firefox
79,TCP,28066,0.00014901161193847656,1740663456.865688,firefox
79,TCP,32266,3.886222839355469e-05,1740663456.865727,firefox
44,TCP,66,0.002583026885986328,1740663456.86831,firefox
79,TCP,32266,0.0011930465698242188,1740663456.869503,firefox
79,TCP,7066,4.792213439941406e-05,1740663456.869551,firefox
79,TCP,7066,0.0,1740663456.869551,firefox
79,TCP,7066,1.5020370483398438e-05,1740663456.869566,firefox
79,TCP,7066,0.0,1740663456.869566,firefox
79,TCP,7066,0.0024111270904541016,1740663456.871977,firefox
79,TCP,3700,0.0,1740663456.871977,firefox
44,TCP,66,0.0025339126586914062,1740663456.874511,firefox
44,TCP,197,0.029440879821777344,1740663456.903952,firefox
79,TCP,188,0.006735086441040039,1740663456.910687,firefox
79,TCP,1203,9.5367431640625e-07,1740663456.910688,firefox
79,TCP,105,0.0013310909271240234,1740663456.912019,firefox
44,TCP,66,0.0006489753723144531,1740663456.912668,firefox
44,TCP,105,0.0004029273986816406,1740663456.913071,firefox
79,TCP,66,0.007791042327880859,1740663456.920862,firefox
44,TCP,477,0.01862812042236328,1740663456.93949,firefox
79,TCP,66,0.0027649402618408203,1740663456.942255,firefox
79,TCP,187,0.0036840438842773438,1740663456.945939,firefox
79,TCP,6594,0.0009679794311523438,1740663456.946907,firefox
44,TCP,66,0.0007729530334472656,1740663456.94768,firefox
79,TCP,105,0.003186941146850586,1740663456.950867,firefox
44,TCP,105,0.00013399124145507812,1740663456.951001,firefox
79,TCP,66,0.011083126068115234,1740663456.962084,firefox
44,TCP,193,0.011620044708251953,1740663456.973704,firefox
79,TCP,66,0.0030879974365234375,1740663456.976792,firefox
44,TCP,188,0.0022368431091308594,1740663456.979029,firefox
79,TCP,145,0.004970073699951172,1740663456.983999,firefox
79,TCP,16472,0.0,1740663456.983999,firefox
79,TCP,16472,3.600120544433594e-05,1740663456.984035,firefox
44,TCP,66,6.198883056640625e-05,1740663456.984097,firefox
79,TCP,16512,0.0015299320220947266,1740663456.985627,firefox
44,TCP,66,2.002716064453125e-05,1740663456.985647,firefox
79,TCP,16512,7.605552673339844e-05,1740663456.985723,firefox
44,TCP,66,0.00028204917907714844,1740663456.986005,firefox
84,UDP,1294,0.0007679462432861328,1740663456.986773,firefox
79,TCP,18266,0.0007488727569580078,1740663456.987522,firefox
44,TCP,66,1.621246337890625e-05,1740663456.987538,firefox
79,TCP,18266,0.00010895729064941406,1740663456.987647,firefox
44,TCP,66,0.0008008480072021484,1740663456.988448,firefox
79,TCP,18266,0.0020630359649658203,1740663456.990511,firefox
44,TCP,66,2.4080276489257812e-05,1740663456.990535,firefox
79,TCP,18266,0.00011992454528808594,1740663456.990655,firefox
79,TCP,18266,1.71661376953125e-05,1740663456.990672,firefox
44,TCP,66,8.392333984375e-05,1740663456.990756,firefox
79,TCP,18266,0.010415077209472656,1740663457.001171,firefox
44,TCP,66,3.695487976074219e-05,1740663457.001208,firefox
79,TCP,18266,0.00016188621520996094,1740663457.00137,firefox
79,TCP,18266,4.00543212890625e-05,1740663457.00141,firefox
79,TCP,18266,3.2901763916015625e-05,1740663457.001443,firefox
79,TCP,18266,3.504753112792969e-05,1740663457.001478,firefox
79,TCP,18266,9.059906005859375e-06,1740663457.001487,firefox
79,TCP,18266,2.7894973754882812e-05,1740663457.001515,firefox
79,TCP,18266,3.600120544433594e-05,1740663457.001551,firefox
79,TCP,18266,2.7179718017578125e-05,1740663457.001578,firefox
44,TCP,66,0.0002779960632324219,1740663457.001856,firefox
79,TCP,18266,0.003567934036254883,1740663457.005424,firefox
44,TCP,66,3.600120544433594e-05,1740663457.00546,firefox
79,TCP,18266,0.00015687942504882812,1740663457.005617,firefox
79,TCP,18266,3.409385681152344e-05,1740663457.005651,firefox
79,TCP,18266,0.002332925796508789,1740663457.007984,firefox
79,TCP,4266,2.3126602172851562e-05,1740663457.008007,firefox
79,TCP,14066,0.0014369487762451172,1740663457.009444,firefox
79,TCP,18266,0.0008790493011474609,1740663457.010323,firefox
79,TCP,18266,0.0034399032592773438,1740663457.013763,firefox
79,TCP,18266,4.00543212890625e-05,1740663457.013803,firefox
44,TCP,66,0.0006411075592041016,1740663457.014444,firefox
79,TCP,18266,0.004780769348144531,1740663457.019225,firefox
44,TCP,66,0.00038814544677734375,1740663457.019613,firefox
79,TCP,18266,0.0005679130554199219,1740663457.020181,firefox
79,TCP,18266,3.409385681152344e-05,1740663457.020215,firefox
79,TCP,18266,1.4066696166992188e-05,1740663457.020229,firefox
79,TCP,18266,4.100799560546875e-05,1740663457.02027,firefox
44,TCP,66,0.00018095970153808594,1740663457.020451,firefox
79,TCP,18266,0.0007579326629638672,1740663457.021209,firefox
44,TCP,66,1.7881393432617188e-05,1740663457.021227,firefox
79,TCP,11266,0.0015301704406738281,1740663457.022757,firefox
44,TCP,66,0.0006608963012695312,1740663457.023418,firefox
79,TCP,7066,0.006021022796630859,1740663457.029439,firefox
79,TCP,18266,9.5367431640625e-07,1740663457.02944,firefox
44,TCP,66,3.218650817871094e-05,1740663457.029472,firefox
79,TCP,18266,0.00010585784912109375,1740663457.029578,firefox
