Length,Time_Diff,FlowID,Protocol_UDP,Actual_App,Predicted_With_FlowID,Predicted_Without_FlowID
5343,0.0,79,False,firefox,firefox,google
168,0.0180881023406982,16,True,zoom,zoom,spotify
327,0.014747142791748,16,True,zoom,zoom,zoom
1128,0.0007169246673583,6,True,zoom,zoom,zoom
86,0.0029299259185791,28,False,spotify,spotify,spotify
326,0.0072729587554931,16,True,zoom,zoom,zoom
1265,0.0,6,True,zoom,zoom,zoom
66,0.0001180171966552,46,False,firefox,firefox,firefox
86,9.5367431640625e-07,42,False,google,google,youtube
344,0.0,79,False,firefox,firefox,zoom
1294,0.0,28,False,spotify,spotify,google
12166,9.918212890625e-05,35,False,youtube,youtube,youtube
1204,7.605552673339844e-05,6,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
111,1.1920928955078125e-06,35,True,google,youtube,google
104,0.0038280487060546,1,False,youtube,zoom,zoom
1276,0.0106778144836425,6,True,zoom,zoom,zoom
146,0.0068311691284179,7,True,zoom,zoom,zoom
66,0.0,1,False,youtube,zoom,firefox
66,1.7881393432617188e-05,7,False,firefox,firefox,firefox
1078,0.0167021751403808,7,True,zoom,zoom,zoom
86,1.0967254638671877e-05,28,False,spotify,spotify,spotify
95,0.000195026397705,14,True,firefox,google,google
115,0.0,1,False,zoom,firefox,firefox
152,0.0,79,False,firefox,firefox,zoom
86,6.103515625e-05,42,False,google,google,google
66,2.2172927856445312e-05,44,False,firefox,firefox,firefox
918,9.059906005859377e-06,35,False,youtube,youtube,google
86,0.0001468658447265,28,False,spotify,spotify,youtube
86,0.000119924545288,35,False,youtube,youtube,spotify
2866,0.0002689361572265,79,False,firefox,firefox,youtube
86,0.0018439292907714,35,False,youtube,youtube,google
2862,4.00543212890625e-05,35,False,youtube,youtube,youtube
1474,0.0122129917144775,35,False,youtube,youtube,google
1078,0.0,7,True,zoom,zoom,zoom
1273,9.5367431640625e-07,6,True,zoom,zoom,zoom
160,0.0155379772186279,7,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
89,0.0002458095550537,5,True,google,google,google
18266,1.5974044799804688e-05,79,False,firefox,firefox,firefox
86,1.0967254638671877e-05,42,False,google,google,spotify
152,0.0171542167663574,7,True,zoom,zoom,zoom
86,0.0,35,False,youtube,youtube,youtube
66,5.793571472167969e-05,45,False,firefox,firefox,firefox
1288,0.0,6,True,zoom,zoom,zoom
1294,0.0025699138641357,42,False,google,google,google
323,0.02046799659729,16,True,zoom,zoom,zoom
66,1.0013580322265623e-05,44,False,firefox,firefox,firefox
86,2.312660217285156e-05,35,False,youtube,youtube,youtube
1078,1.1920928955078125e-06,7,True,zoom,zoom,zoom
1199,0.0,6,True,zoom,zoom,zoom
6126,0.0,28,False,spotify,spotify,youtube
85,0.0001590251922607,40,False,firefox,firefox,google
1474,3.1948089599609375e-05,35,False,youtube,youtube,firefox
2862,0.0,35,False,youtube,youtube,youtube
86,5.960464477539063e-06,28,False,spotify,spotify,youtube
1078,0.0028250217437744,7,True,zoom,zoom,zoom
2250,0.0,35,False,youtube,youtube,firefox
425,0.0700571537017822,44,False,firefox,firefox,youtube
1474,0.0005970001220703,42,False,google,google,youtube
330,0.000230073928833,16,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
8028,1.4781951904296877e-05,35,False,youtube,youtube,youtube
1294,0.0,42,False,google,google,google
86,0.0,28,False,spotify,spotify,youtube
94,0.0015749931335449,21,True,zoom,zoom,spotify
1078,0.016880989074707,7,True,zoom,zoom,zoom
1294,0.0,42,False,google,google,google
86,5.817413330078125e-05,35,False,youtube,youtube,google
66,2.09808349609375e-05,8,False,firefox,firefox,firefox
1078,0.0098109245300292,7,True,zoom,zoom,zoom
1078,1.1920928955078125e-06,7,True,zoom,zoom,zoom
105,0.000601053237915,78,False,firefox,firefox,firefox
74,2.1219253540039062e-05,35,False,youtube,youtube,youtube
208,0.0028388500213623,53,True,firefox,firefox,zoom
1130,9.5367431640625e-07,6,True,zoom,zoom,zoom
86,1.811981201171875e-05,21,False,zoom,zoom,youtube
316,0.000978946685791,35,False,youtube,youtube,zoom
86,8.797645568847656e-05,42,False,google,google,google
1078,0.0095419883728027,7,True,zoom,zoom,zoom
86,0.0,42,False,google,google,youtube
322,0.0063748359680175,7,True,zoom,zoom,zoom
104,0.0,2,False,zoom,zoom,zoom
691,0.0006110668182373,28,False,spotify,spotify,spotify
1078,1.1920928955078125e-06,7,True,zoom,zoom,zoom
1132,0.0033040046691894,6,True,zoom,zoom,zoom
86,0.0,35,False,youtube,youtube,youtube
1210,0.0004169940948486,6,True,zoom,zoom,zoom
1072,0.0,35,False,youtube,youtube,zoom
1253,0.0,6,True,zoom,zoom,zoom
869,0.0,28,False,spotify,spotify,google
117,0.0,42,False,google,google,google
66,0.0004289150238037,44,False,firefox,firefox,firefox
1215,0.0,6,True,zoom,zoom,zoom
1078,0.0012309551239013,7,True,zoom,zoom,zoom
1474,0.0002639293670654,35,False,youtube,youtube,spotify
90,0.0004818439483642,46,False,firefox,firefox,google
1248,0.0027949810028076,6,True,zoom,zoom,zoom
1078,0.0066430568695068,7,True,zoom,zoom,zoom
1219,0.0106050968170166,6,True,zoom,zoom,zoom
1169,1.9073486328125e-06,6,True,zoom,zoom,spotify
1294,0.0,42,False,google,google,google
151,5.698204040527344e-05,12,True,zoom,zoom,youtube
106,9.5367431640625e-07,21,True,zoom,zoom,google
1864,0.0004229545593261,1,False,google,firefox,spotify
32266,3.886222839355469e-05,79,False,firefox,firefox,spotify
321,0.02239990234375,16,True,zoom,zoom,zoom
1078,0.0066258907318115,7,True,zoom,zoom,zoom
94,0.0017380714416503,42,False,google,google,youtube
1466,0.0017759799957275,1,False,firefox,firefox,firefox
86,4.100799560546875e-05,42,False,google,google,google
1319,0.0030899047851562,6,True,zoom,zoom,zoom
86,0.0,35,False,youtube,youtube,youtube
1078,0.0,7,True,zoom,zoom,zoom
2862,0.0002529621124267,35,False,youtube,youtube,youtube
1078,0.0,7,True,zoom,zoom,zoom
86,0.0001089572906494,28,False,spotify,spotify,youtube
1078,9.5367431640625e-07,7,True,zoom,zoom,zoom
339,0.0019049644470214,16,True,zoom,zoom,zoom
14066,0.0010619163513183,79,False,firefox,firefox,firefox
124,0.0015559196472167,35,False,youtube,youtube,youtube
2502,0.0,35,False,youtube,youtube,google
94,0.0015408992767333,35,False,youtube,youtube,spotify
1078,0.0184118747711181,7,True,zoom,zoom,zoom
137,0.0036790370941162,7,True,zoom,zoom,zoom
1287,0.003019094467163,6,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
349,0.0030069351196289,7,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
1198,0.0024418830871582,6,True,zoom,zoom,zoom
326,0.002756118774414,7,True,zoom,zoom,zoom
132,0.0,35,False,youtube,youtube,youtube
113,0.0004289150238037,16,True,zoom,zoom,zoom
105,0.0003199577331542,44,False,firefox,firefox,firefox
1078,0.0,7,True,zoom,zoom,zoom
132,0.0,28,False,spotify,spotify,youtube
86,1.1920928955078125e-06,35,False,youtube,youtube,google
4250,0.0026519298553466,35,False,youtube,youtube,youtube
1045,0.004922866821289,6,True,zoom,zoom,zoom
179,0.001051902770996,35,False,youtube,youtube,youtube
346,0.0032379627227783,21,True,spotify,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
321,9.5367431640625e-07,7,True,zoom,zoom,zoom
1253,0.0,6,True,zoom,zoom,zoom
253,0.0014259815216064,7,True,zoom,zoom,zoom
1294,0.0,42,False,google,google,google
255,0.0002400875091552,44,False,firefox,firefox,zoom
302,8.797645568847656e-05,35,False,youtube,youtube,youtube
1078,0.0,7,True,zoom,zoom,zoom
66,0.0,79,False,firefox,firefox,firefox
66,0.0015308856964111,0,False,youtube,google,firefox
153,0.0,35,False,youtube,youtube,firefox
1078,0.0054290294647216,7,True,zoom,zoom,zoom
8028,1.2159347534179688e-05,35,False,youtube,youtube,youtube
1242,0.0,6,True,zoom,zoom,zoom
1078,0.0004339218139648,7,True,zoom,zoom,zoom
4250,0.0010428428649902,35,False,youtube,youtube,youtube
1078,0.0,7,True,zoom,zoom,zoom
1257,0.0,6,True,zoom,zoom,zoom
494,0.0030369758605957,28,False,spotify,spotify,youtube
86,0.0050330162048339,35,False,youtube,youtube,spotify
322,0.0,7,True,zoom,zoom,zoom
1078,0.000680923461914,7,True,zoom,zoom,zoom
1474,0.0,35,False,youtube,youtube,youtube
86,0.0,35,False,youtube,youtube,youtube
1281,0.002375841140747,6,True,zoom,zoom,zoom
1078,0.0005080699920654,7,True,zoom,zoom,zoom
1078,0.007357120513916,7,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
117,0.0096070766448974,42,False,google,google,zoom
66,1.1920928955078125e-06,79,False,firefox,firefox,spotify
1192,0.0,6,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
98,0.0,42,False,google,google,google
1137,0.0,6,True,zoom,zoom,zoom
132,0.0001301765441894,35,False,youtube,youtube,youtube
1204,0.0,6,True,zoom,zoom,zoom
1265,0.0101728439331054,6,True,zoom,zoom,zoom
86,0.0029511451721191,35,False,youtube,youtube,google
4214,6.198883056640625e-06,28,False,spotify,spotify,youtube
1474,0.0,35,False,youtube,youtube,youtube
1078,0.0096149444580078,7,True,zoom,zoom,zoom
66,0.0022830963134765,1,False,zoom,firefox,firefox
1078,0.0,7,True,zoom,zoom,zoom
1190,0.0068671703338623,6,True,zoom,zoom,zoom
1180,0.0033798217773437,6,True,zoom,zoom,zoom
86,9.5367431640625e-07,35,False,youtube,youtube,youtube
336,0.0071308612823486,16,True,zoom,zoom,zoom
178,0.0004048347473144,42,False,google,google,zoom
132,0.000187873840332,28,False,spotify,spotify,youtube
157,0.005479097366333,16,True,zoom,zoom,zoom
1274,0.0,6,True,zoom,zoom,zoom
192,0.0593931674957275,35,False,youtube,youtube,youtube
155,0.0005109310150146,7,True,zoom,zoom,zoom
106,0.0212230682373046,16,True,zoom,zoom,zoom
86,0.0001130104064941,35,False,youtube,youtube,google
195,0.0007760524749755,35,False,youtube,youtube,zoom
381,0.0,35,False,youtube,youtube,youtube
117,0.0003321170806884,42,False,google,google,google
132,0.0,28,False,spotify,spotify,youtube
1474,0.0023059844970703,42,False,google,google,google
1078,0.0003881454467773,7,True,zoom,zoom,zoom
1253,0.0100519657135009,6,True,zoom,zoom,zoom
132,0.0002059936523437,28,False,spotify,spotify,youtube
66,0.0092518329620361,79,False,firefox,firefox,firefox
2862,0.0002071857452392,35,False,youtube,youtube,youtube
1294,9.5367431640625e-07,28,False,spotify,spotify,youtube
86,0.0003070831298828,42,False,google,google,youtube
86,0.0078990459442138,42,False,google,google,google
86,0.0006670951843261,28,False,spotify,spotify,youtube
1078,0.0109038352966308,7,True,zoom,zoom,zoom
1213,0.0,6,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
1263,0.0,6,True,zoom,zoom,zoom
86,4.100799560546875e-05,42,False,google,google,google
106,0.0041339397430419,16,True,zoom,zoom,zoom
86,0.0,35,False,youtube,youtube,youtube
1078,0.0,7,True,zoom,zoom,zoom
66,3.0994415283203125e-05,11,False,zoom,zoom,firefox
1466,0.0,1,False,firefox,firefox,firefox
316,0.0031929016113281,16,True,zoom,zoom,zoom
229,0.0,42,False,google,google,zoom
66,0.0028789043426513,79,False,firefox,firefox,firefox
86,3.790855407714844e-05,42,False,google,google,google
86,5.197525024414063e-05,35,False,youtube,youtube,youtube
220,0.0171492099761962,7,True,zoom,zoom,zoom
86,0.0004332065582275,35,False,youtube,youtube,spotify
1474,0.0003440380096435,35,False,youtube,youtube,youtube
86,2.002716064453125e-05,35,False,youtube,youtube,zoom
66,0.0034520626068115,10,False,firefox,firefox,zoom
314,0.0155050754547119,7,True,zoom,zoom,zoom
1030,9.5367431640625e-07,6,True,zoom,zoom,zoom
86,0.0,35,False,youtube,youtube,youtube
66,7.700920104980469e-05,8,False,firefox,firefox,firefox
323,0.009592056274414,7,True,zoom,zoom,zoom
18266,0.0,79,False,firefox,firefox,firefox
1247,0.0003900527954101,6,True,zoom,zoom,zoom
151,0.0001130104064941,15,True,zoom,zoom,zoom
313,0.0083041191101074,16,True,zoom,zoom,zoom
1474,0.0002520084381103,35,False,youtube,youtube,google
10958,0.0001218318939208,35,False,youtube,youtube,firefox
69,0.0006670951843261,13,True,zoom,zoom,zoom
334,0.0017712116241455,7,True,zoom,zoom,zoom
175,0.0005960464477539,46,False,firefox,firefox,firefox
1078,0.0094068050384521,7,True,zoom,zoom,zoom
1268,0.0038750171661376,6,True,zoom,zoom,zoom
1190,0.0024640560150146,6,True,zoom,zoom,zoom
155,0.0,35,False,youtube,youtube,youtube
1078,0.0,7,True,zoom,zoom,zoom
1294,0.0,35,False,youtube,youtube,google
996,0.0040202140808105,44,False,firefox,firefox,zoom
1183,0.0,6,True,zoom,zoom,zoom
1196,0.000870943069458,6,True,zoom,zoom,zoom
1294,0.0028231143951416,42,False,google,google,google
86,0.0029981136322021,42,False,google,google,google
1294,7.486343383789062e-05,35,False,youtube,youtube,google
66,0.2257418632507324,5,False,spotify,spotify,spotify
1078,0.0,7,True,zoom,zoom,zoom
306,0.0,68,True,firefox,firefox,youtube
1466,0.0008299350738525,1,False,firefox,firefox,firefox
1294,0.0014729499816894,42,False,google,google,google
154,0.0068769454956054,7,True,zoom,zoom,zoom
86,0.0,35,False,youtube,youtube,youtube
66,0.100003957748413,15,False,spotify,spotify,spotify
1306,0.0,6,True,zoom,zoom,zoom
1078,9.5367431640625e-07,7,True,zoom,zoom,zoom
13374,3.910064697265625e-05,35,False,youtube,youtube,firefox
1135,2.1457672119140625e-06,42,False,google,google,zoom
1313,0.0075819492340087,6,True,zoom,zoom,zoom
7026,0.0012619495391845,35,False,youtube,youtube,youtube
1221,0.00307297706604,6,True,zoom,zoom,zoom
88,0.0035300254821777,10,True,youtube,google,google
1078,0.0,7,True,zoom,zoom,zoom
1070,0.0,6,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
86,2.694129943847656e-05,28,False,spotify,spotify,youtube
1078,0.0,7,True,zoom,zoom,zoom
144,0.0029017925262451,7,True,zoom,zoom,zoom
313,0.0039939880371093,16,True,zoom,zoom,zoom
195,0.000187873840332,44,False,firefox,firefox,zoom
1044,0.0014610290527343,6,True,zoom,zoom,zoom
7066,4.792213439941406e-05,79,False,firefox,firefox,firefox
1474,9.5367431640625e-07,28,False,spotify,spotify,spotify
1078,0.0,7,True,zoom,zoom,zoom
333,0.0050539970397949,16,True,zoom,zoom,zoom
1078,0.0006020069122314,7,True,zoom,zoom,zoom
1294,0.0,35,False,youtube,youtube,google
132,0.0006740093231201,35,False,youtube,youtube,youtube
86,0.0,42,False,google,google,youtube
145,0.0,7,True,zoom,zoom,zoom
1190,0.0,6,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
161,0.0,42,False,google,google,youtube
100,0.0139310359954833,17,True,zoom,google,google
1301,0.0,6,True,zoom,zoom,zoom
303,0.0119929313659667,7,True,zoom,zoom,zoom
1294,9.5367431640625e-07,42,False,google,google,youtube
203,0.006875991821289,15,True,zoom,zoom,google
1078,0.0,7,True,zoom,zoom,zoom
1294,0.0,42,False,google,google,google
144,0.0015139579772949,16,True,zoom,zoom,zoom
179,0.0007059574127197,35,False,youtube,youtube,youtube
86,0.0032081604003906,35,False,youtube,youtube,google
333,0.0164289474487304,16,True,zoom,zoom,zoom
66,3.218650817871094e-05,11,False,zoom,zoom,firefox
1078,0.0,7,True,zoom,zoom,zoom
145,0.017604112625122,7,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
16499,0.0,28,False,spotify,spotify,spotify
166,0.0578908920288085,35,False,youtube,youtube,youtube
146,0.00667405128479,7,True,zoom,zoom,zoom
784,0.0,35,False,youtube,youtube,youtube
105,0.0013120174407958,79,False,firefox,firefox,firefox
1466,0.0,1,False,firefox,firefox,firefox
86,0.0,42,False,google,google,youtube
86,0.0019588470458984,35,False,youtube,youtube,google
1078,9.5367431640625e-07,7,True,zoom,zoom,zoom
7066,0.0,79,False,firefox,firefox,firefox
117,0.0,42,False,google,google,google
86,1.2874603271484377e-05,35,False,youtube,youtube,youtube
146,0.0019750595092773,21,True,youtube,zoom,zoom
1198,6.4849853515625e-05,6,True,zoom,zoom,zoom
1281,0.0099420547485351,6,True,zoom,zoom,zoom
1010,8.296966552734375e-05,6,True,zoom,zoom,zoom
1299,0.0102460384368896,6,True,zoom,zoom,zoom
86,0.0001699924468994,35,False,youtube,youtube,youtube
86,0.0001769065856933,42,False,google,google,spotify
6594,0.0009679794311523,79,False,firefox,firefox,youtube
1240,0.0082089900970458,6,True,zoom,zoom,zoom
1240,9.5367431640625e-07,6,True,zoom,zoom,zoom
86,0.0040788650512695,35,False,youtube,youtube,spotify
276,0.0094330310821533,16,True,zoom,zoom,zoom
144,0.0106959342956542,7,True,zoom,zoom,zoom
86,0.0022590160369873,35,False,youtube,youtube,google
1078,0.0076611042022705,7,True,zoom,zoom,zoom
178,0.0004048347473144,42,False,google,google,zoom
144,0.0199670791625976,7,True,zoom,zoom,zoom
323,0.003044843673706,7,True,zoom,zoom,zoom
86,0.0001800060272216,28,False,spotify,spotify,spotify
1078,0.0004010200500488,7,True,zoom,zoom,zoom
1209,0.0028469562530517,6,True,zoom,zoom,zoom
1078,0.0001759529113769,7,True,zoom,zoom,zoom
1193,0.0,6,True,zoom,zoom,zoom
1294,0.0,42,False,google,google,google
1466,0.0,79,False,firefox,firefox,firefox
1294,0.0,35,False,youtube,youtube,google
1296,0.0037391185760498,6,True,zoom,zoom,zoom
86,2.5987625122070312e-05,28,False,spotify,spotify,spotify
1190,0.0,6,True,zoom,zoom,zoom
343,0.0001969337463378,16,True,zoom,zoom,zoom
1245,0.0,6,True,zoom,zoom,zoom
195,0.0004639625549316,15,True,zoom,zoom,zoom
29466,0.0013239383697509,79,False,firefox,firefox,firefox
8180,0.002450942993164,79,False,firefox,firefox,youtube
1328,0.0027580261230468,6,True,zoom,zoom,zoom
128,0.0032918453216552,35,False,youtube,youtube,zoom
18266,6.508827209472656e-05,79,False,firefox,firefox,firefox
404,0.0,42,False,google,google,google
297,0.0034830570220947,35,False,youtube,youtube,zoom
86,2.002716064453125e-05,35,False,youtube,youtube,zoom
276,0.0058791637420654,35,False,youtube,youtube,zoom
86,3.409385681152344e-05,42,False,google,google,youtube
42,1.621246337890625e-05,28,False,spotify,spotify,spotify
1274,0.001173973083496,6,True,zoom,zoom,zoom
1236,0.0,6,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
299,0.0038158893585205,16,True,zoom,zoom,zoom
1139,0.0113348960876464,6,True,zoom,zoom,zoom
1294,0.0,42,False,google,google,google
1466,0.0033490657806396,1,False,firefox,firefox,youtube
66,0.0003778934478759,0,False,zoom,google,firefox
1215,0.0037739276885986,6,True,zoom,zoom,zoom
86,4.792213439941406e-05,35,False,youtube,youtube,youtube
1085,0.0047481060028076,7,True,zoom,zoom,zoom
1466,0.0301640033721923,1,False,firefox,firefox,youtube
1078,0.0,7,True,zoom,zoom,zoom
324,0.019737958908081,16,True,zoom,zoom,zoom
86,4.100799560546875e-05,35,False,youtube,youtube,google
1407,0.0,42,False,google,google,youtube
39266,0.0,79,False,firefox,firefox,firefox
86,0.0599892139434814,28,False,spotify,spotify,spotify
1168,0.0004580020904541,6,True,zoom,zoom,zoom
1078,0.008613109588623,7,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
1111,0.0,6,True,zoom,zoom,zoom
1294,0.0,35,False,youtube,youtube,google
86,0.0002551078796386,35,False,youtube,youtube,zoom
74,0.0024199485778808,11,False,firefox,firefox,firefox
1155,0.0026221275329589,6,True,zoom,zoom,zoom
132,0.0007250308990478,35,False,youtube,youtube,youtube
1078,0.0052089691162109,7,True,zoom,zoom,zoom
155,0.006300926208496,1,False,zoom,zoom,zoom
86,0.0,28,False,spotify,spotify,youtube
1195,9.608268737792967e-05,6,True,zoom,zoom,zoom
86,2.002716064453125e-05,21,False,zoom,zoom,zoom
1242,0.0,6,True,zoom,zoom,zoom
1294,0.0,42,False,google,google,google
256,0.0402159690856933,44,False,firefox,firefox,youtube
1278,9.5367431640625e-07,6,True,zoom,zoom,zoom
33012,9.202957153320312e-05,35,False,youtube,youtube,spotify
3710,0.0,42,False,google,google,youtube
1232,0.0100059509277343,6,True,zoom,zoom,zoom
86,0.0021278858184814,35,False,youtube,youtube,google
86,0.0035638809204101,42,False,google,google,google
446,0.0002050399780273,0,False,google,firefox,firefox
283,0.0046839714050292,16,True,zoom,zoom,zoom
86,2.193450927734375e-05,28,False,spotify,spotify,youtube
1278,0.0030169486999511,6,True,zoom,zoom,zoom
1466,0.0,1,False,firefox,firefox,firefox
5280,0.0005760192871093,35,False,youtube,youtube,youtube
1296,0.0,6,True,zoom,zoom,zoom
1257,0.0037159919738769,6,True,zoom,zoom,zoom
86,0.0023219585418701,42,False,google,google,google
1078,1.1920928955078125e-06,7,True,zoom,zoom,zoom
8542,0.0,35,False,youtube,youtube,youtube
1078,0.0,7,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
151,0.0001759529113769,16,True,zoom,zoom,zoom
1294,0.0,35,False,youtube,youtube,google
86,0.0018889904022216,35,False,youtube,youtube,spotify
744,0.0730040073394775,1,False,firefox,firefox,spotify
1078,0.006317138671875,7,True,zoom,zoom,zoom
149,0.0014159679412841,7,True,zoom,zoom,zoom
1233,0.0,6,True,zoom,zoom,zoom
107,9.5367431640625e-07,36,True,google,firefox,firefox
1078,0.0015227794647216,7,True,zoom,zoom,zoom
1466,0.0065569877624511,79,False,firefox,firefox,firefox
156,0.0002269744873046,16,True,zoom,zoom,zoom
66,0.0012738704681396,44,False,firefox,firefox,firefox
86,0.0040280818939208,42,False,google,google,youtube
66,0.0001311302185058,44,False,firefox,firefox,firefox
837,0.0041971206665039,42,False,google,google,zoom
1175,0.0026640892028808,6,True,zoom,zoom,zoom
273,0.0028440952301025,16,True,zoom,zoom,zoom
1210,0.0098481178283691,6,True,zoom,zoom,zoom
60,0.0,35,False,youtube,youtube,spotify
629,0.0666890144348144,35,False,youtube,youtube,spotify
1289,0.0033950805664062,6,True,zoom,zoom,zoom
1170,0.001249074935913,6,True,zoom,zoom,zoom
86,3.0040740966796875e-05,42,False,google,google,spotify
347,0.0102601051330566,7,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
179,0.0006089210510253,35,False,youtube,youtube,youtube
105,0.0003550052642822,44,False,firefox,firefox,firefox
86,7.009506225585938e-05,28,False,spotify,spotify,youtube
1078,0.0,7,True,zoom,zoom,zoom
360,9.5367431640625e-07,42,False,google,google,firefox
1078,0.0,7,True,zoom,zoom,zoom
1010,0.0032129287719726,6,True,zoom,zoom,zoom
320,0.0266711711883544,35,False,youtube,youtube,youtube
1078,0.0002801418304443,7,True,zoom,zoom,zoom
1044,0.0,6,True,zoom,zoom,google
1206,0.0040280818939208,6,True,zoom,zoom,zoom
1071,0.0,42,False,google,google,zoom
178,0.0002670288085937,42,False,google,google,google
349,0.0022890567779541,16,True,zoom,zoom,zoom
86,2.408027648925781e-05,35,False,youtube,youtube,youtube
66,3.314018249511719e-05,44,False,firefox,firefox,firefox
125,0.002410888671875,42,False,google,google,google
1078,0.0,7,True,zoom,zoom,zoom
1241,0.0,6,True,zoom,zoom,zoom
167,0.0378000736236572,28,False,spotify,spotify,youtube
1263,0.0013489723205566,6,True,zoom,zoom,zoom
86,0.0003259181976318,35,False,youtube,youtube,youtube
702,0.0022261142730712,42,False,google,google,google
133,0.01493501663208,7,True,zoom,zoom,zoom
1273,0.0033259391784667,6,True,zoom,zoom,zoom
105,0.0005660057067871,44,False,firefox,firefox,firefox
86,9.5367431640625e-07,42,False,google,google,youtube
1233,0.0020101070404052,6,True,zoom,zoom,zoom
394,0.000903844833374,28,False,spotify,spotify,youtube
66,3.123283386230469e-05,4,False,youtube,youtube,firefox
1294,0.0,42,False,google,google,google
1294,0.0,42,False,google,google,google
1078,9.5367431640625e-07,7,True,zoom,zoom,zoom
86,0.0,42,False,google,google,youtube
1078,0.0062229633331298,7,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
1198,0.0,6,True,zoom,zoom,zoom
1294,0.0,35,False,youtube,youtube,google
1078,0.0095970630645751,7,True,zoom,zoom,zoom
326,0.0008020401000976,7,True,zoom,zoom,zoom
357,0.0030908584594726,35,False,youtube,youtube,zoom
1294,0.0,35,False,youtube,youtube,google
1078,0.0,7,True,zoom,zoom,zoom
1078,1.1920928955078125e-06,7,True,zoom,zoom,zoom
66,4.506111145019531e-05,8,False,firefox,firefox,youtube
1284,0.0,6,True,zoom,zoom,zoom
1294,0.0,35,False,youtube,youtube,google
85,0.0035369396209716,2,True,youtube,youtube,google
132,0.0003249645233154,28,False,spotify,spotify,youtube
192,8.392333984375e-05,66,True,firefox,firefox,zoom
305,0.0023519992828369,16,True,zoom,zoom,zoom
86,5.316734313964844e-05,42,False,google,google,youtube
128,0.0081441402435302,35,False,youtube,youtube,youtube
132,7.510185241699219e-05,35,False,youtube,youtube,youtube
1078,0.0,7,True,zoom,zoom,zoom
145,0.0026679039001464,7,True,zoom,zoom,zoom
1174,0.0,6,True,zoom,zoom,zoom
117,0.0005509853363037,42,False,google,google,google
577,0.0,1,False,firefox,firefox,youtube
86,0.0,35,False,youtube,youtube,youtube
1294,0.0,35,False,youtube,youtube,google
298,0.0078229904174804,7,True,zoom,zoom,zoom
1302,0.0017318725585937,6,True,zoom,zoom,zoom
86,7.152557373046875e-06,28,False,spotify,spotify,youtube
511,0.0002410411834716,42,False,google,google,youtube
299,0.0008530616760253,35,False,youtube,youtube,zoom
1474,9.5367431640625e-07,35,False,youtube,youtube,spotify
118,0.0015780925750732,42,False,google,google,google
1971,0.0006139278411865,10,False,firefox,firefox,firefox
523,0.000885009765625,28,False,spotify,spotify,youtube
1010,0.0,6,True,zoom,zoom,youtube
271,0.0016319751739501,4,False,youtube,youtube,zoom
137,0.0007789134979248,28,False,spotify,spotify,zoom
66,0.0588519573211669,1,False,spotify,spotify,spotify
86,0.0001320838928222,42,False,google,google,spotify
1078,0.0,7,True,zoom,zoom,zoom
86,0.0224471092224121,21,False,zoom,zoom,youtube
86,0.0,35,False,youtube,youtube,youtube
1210,0.0027730464935302,6,True,zoom,zoom,zoom
132,0.00136399269104,35,False,youtube,youtube,youtube
334,0.0081989765167236,16,True,zoom,zoom,zoom
1206,0.0028388500213623,6,True,zoom,zoom,zoom
8542,9.5367431640625e-07,42,False,google,google,google
1153,0.0,6,True,zoom,zoom,zoom
117,0.0005159378051757,35,False,youtube,youtube,google
112,0.0,1,False,youtube,firefox,youtube
8734,0.0,35,False,youtube,youtube,youtube
5887,0.0023670196533203,35,False,youtube,youtube,youtube
1251,0.0061900615692138,6,True,zoom,zoom,zoom
1078,0.0,7,True,zoom,zoom,zoom
1466,0.0017681121826171,1,False,firefox,firefox,firefox
66,2.7179718017578125e-05,10,False,zoom,zoom,zoom
104,0.0010499954223632,0,False,youtube,youtube,zoom
1009,0.0017828941345214,6,True,zoom,zoom,zoom
1213,0.0032498836517333,6,True,zoom,zoom,zoom
66,0.000180959701538,44,False,firefox,firefox,firefox
86,0.0031559467315673,28,False,spotify,spotify,youtube
1236,0.009484052658081,6,True,zoom,zoom,zoom
86,2.9087066650390625e-05,35,False,youtube,youtube,youtube
1078,0.0,7,True,zoom,zoom,zoom
1231,0.0100948810577392,6,True,zoom,zoom,zoom
86,0.0002470016479492,35,False,youtube,youtube,spotify
